,DATE,AAPL,ABMD,ABT,ADBE,ADM,ADSK,AEP,AFL,AIG,AJG,ALK,AMAT,AMGN,AON,APA,APD,ATO,AVY,AXP,BA,BAC,BAX,BBY,BDX,BEN,BK,BKR,BLL,BMY,C,CAG,CAT,CERN,CI,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COO,COP,CPB,CTAS,CTL,CVS,CVX,D,DD,DE,DHR,DIS,DOV,DRE,DTE,DUK,ECL,ED,EFX,EIX,EOG,ES,ETN,ETR,EXPD,F,FAST,FDX,FISV,FITB,FMC,FRT,GD,GE,GIS,GL,GLW,GPC,GPS,GWW,HAL,HBAN,HD,HES,HOG,HON,HP,HPQ,HRB,HST,HSY,HUM,IBM,IEX,IFF,INTC,IP,IPG,IR,ITW,J,JBHT,JCI,JKHY,JNJ,JPM,K,KLAC,KMB,KO,KR,KSU,L,LB,LEG,LEN,LHX,LLY,LNC,LOW,LRCX,LUV,MAS,MCD,MDT,MGM,MMC,MMM,MNST,MO,MRK,MSFT,MSI,MXIM,NEE,NEM,NI,NLOK,NOC,NSC,NTRS,NUE,OKE,OXY,PAYX,PBCT,PCAR,PEAK,PEG,PFE,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PVH,RJF,ROL,ROST,RTN,SCHW,SHW,SIVB,SLB,SNA,SO,SPGI,SWK,SWKS,SYY,T,TGT,TIF,TJX,TMO,TROW,TRV,TXT,UNM,UNP,USB,UTX,VAR,VFC,VMC,VNO,VZ,WEC,WFC,WHR,WMB,WMT,WY,XOM,XRAY,XRX,ZION
1849,02/03/1997,0.583,6.188,12.1395,4.762,15.4746,7.6875,41.375,5,477.0607,7.5938,5.5938,6,14.188,28.5,16.2338,33.3399,22.875,36.375,18.0541,53.938,27.5,11.8494,1.1111,24.5,9.3125,19.7424,38.375,1.5938,30.5164,168.9711,19.7455,19.1563,1.8906,17.0278,18.8587,12.0313,29.156,38.5,2.9583,13.25,33.625,18.3822,9.6875,16.771,39.7183,19.25,13.3889,11.1563,33.125,19.875,36.9336,20.9375,4.5593,23.9276,16.3629,19.6875,31.375,40.7179,9.2188,31,17.456,21.5,5.7188,13,15.1576,26.75,2.8594,20.6546,2.3594,25.5,2.4815,22.7778,8.1745,28.625,17.625,16.882,16.8438,10.0472,11.6667,29.5833,8.5556,39.313,17.8438,18.4414,11.139,20,10.9688,33.7961,8.8547,9.2341,7.4375,15.5232,21.625,18.625,38.7188,11.2778,44.25,20.4844,40.6664,16.625,12.0061,20.2188,6.9063,3.5938,10.4266,6.5833,28.6875,31.25,34.3125,21,46.2319,29.75,6.0156,1.0375,16.4792,7.9372,16.25,4.6834,15.4009,43.8125,26.625,4.125,13.1823,4.4198,15.3806,22.625,16.875,9.875,17.9167,42.375,0.022,9.4416,42.768,12.7969,81.5597,13.2813,22.1875,40.625,7.6873,2.1406,35.437,29.5417,20.5625,12.5625,6.4838,12.2903,10,4.709,6.6667,16.1021,13.625,15.1667,29,5.4167,18.9444,4.1563,10.6875,40.125,31.5,26.813,10.5553,13.5,6.5185,1.7339,1.2617,45.375,5.5185,27.625,9.063,24.3027,38.375,13.3226,12.5,37.875,2.0833,8.2188,27.1875,9.4688,9.1875,1.2109,29.112,10.5625,31.5,24.125,37.75,14.9688,12.1201,17.25,5.5578,7.8682,20.083,19.7732,30.0836,12.875,11.9375,50.375,14.9923,11.6875,18.775,25.625,8.2917,77.0619,29.5625
1850,02/04/1997,0.549,6.125,12.2514,4.62,15.2788,7.6563,41.25,5.0469,484.0106,7.625,5.625,5.8125,14.344,27.889,15.8009,34.1489,23.625,37.625,17.8352,53.75,27.8438,11.8819,1.0833,24.625,9.3125,20.0737,39,1.5703,30.6651,168.9711,19.9887,19.375,1.9063,17.0417,19.0854,12.3438,28.844,38.9167,3.0104,13.063,33.375,18.3822,10.125,16.914,40.2567,18.833,13.5,11.2188,33.3125,20.0625,37.1708,21,4.5475,23.9276,16.6559,19.5,31.5,40.4996,9.3125,31.25,17.194,21.5,5.5,13.375,15.2661,27,2.875,20.6546,2.4531,25.3125,2.537,22.963,8.2036,28.125,17.469,16.6617,17,10.0472,11.875,29.6667,8.6667,39.188,18.2188,18.5267,11.111,20.0833,11.0625,33.8556,8.8089,9.212,7.375,15.4146,22.125,18.5,38.4063,11.3333,45,20.5938,41.2826,16.4583,12.1059,20.625,6.875,3.625,10.3363,6.5,29.4375,32.0833,34.8125,20.3125,46.1141,29.6875,6.1563,1.0689,16.625,7.8793,16.3125,4.7053,15.1983,43.6875,26.6875,4.125,12.625,4.4444,15.2707,22.938,16.5,9.875,18.2917,42.563,0.022,9.403,43.3004,12.8906,82.6289,13.4375,22,40.5,7.7118,2.1875,35.096,29.875,21.6875,12.8125,6.4291,12.3503,10.0988,4.6914,6.9383,15.9314,13.8125,15.1667,29.4063,5.4583,18.8333,4.125,10.75,40.25,31.625,26.688,10.5553,13.25,6.5679,1.7339,1.293,45.125,5.4815,27.563,9.438,24.89,38.375,13.3226,12.5,38.5,2.0833,8.1875,27.5625,9.5313,9.3125,1.2344,29.759,10.5625,31.563,23.9063,37.5,15.25,12.5309,17.406,5.5578,7.8535,20.375,19.6428,30.7558,12.8125,12.0313,50.125,14.8518,11.75,19.1331,25.8438,8.375,76.0739,30.25
1851,02/05/1997,0.545,6.125,12.1115,4.399,15.0829,7.3438,41.125,4.9844,482.0249,7.6563,5.4688,5.5156,14.438,28.556,15.855,34.0333,23.625,37.25,17.7623,52.875,27.5938,11.8819,1.0694,24.438,9.2917,19.5437,37.25,1.4922,30.1594,165.4831,19.8914,19.4375,1.9375,16.9444,19.2366,12.3125,28.719,38.6667,3.0313,13.188,32.75,17.9759,9.6875,16.8663,39.7781,18.75,13.3333,11.0625,32.8125,19.9375,36.8743,21,4.4764,23.8454,16.4885,19.375,31.125,40.0629,9.375,30.875,17.456,21.375,5.6563,13.375,15.0763,26.375,3.0938,20.6546,2.375,25.125,2.5648,23.2222,8.1745,28.125,17.469,16.5015,16.625,9.9753,11.625,29.5,8.8519,38.375,17.6563,18.2706,11.167,20,10.9688,33.3796,8.7403,8.9905,7.375,15.3061,21.875,18,37.1875,11.2778,45.25,19.6563,40.7896,16.3333,11.9728,20.1875,6.9375,3.5625,10.1332,6.1563,28.75,31.6667,34.5,19.3125,45.4662,29.0625,6.2656,1.0689,16.4792,7.9372,16.75,4.5959,14.9957,43.5625,26.625,4.0469,11.4583,4.2963,15.051,22.813,16.4063,9.8125,18.5833,42.063,0.026,9.2487,42.5906,12.2969,78.5051,12.6875,22.375,39.875,7.7118,2.1172,34.416,29.4167,21.6875,12.5938,6.4565,12.2903,10.0494,4.7619,6.6914,15.8745,13.75,14.75,29.2188,5.4167,18.8889,4.0781,10.875,40.125,31,26.563,10.4973,13.375,6.8642,1.701,1.3125,44.875,5.4815,27.125,9.5,24.0789,37.625,13.1704,12.406,37,2.0833,8.2813,27.0625,9.5,9.0938,1.2344,29.543,10.5938,31.5,23.8438,37.1875,15.0625,12.572,17.438,5.5199,7.8241,20.292,20.1209,30.4757,12.8125,11.875,49.625,14.8049,11.625,18.7238,25.7188,8.3333,74.7566,30.875
1852,02/06/1997,0.571,6,12.2234,4.478,15.0829,7.5938,40.625,5,484.507,7.75,5.5938,5.9531,14.25,28.5,15.5303,34.38,23.5,36.625,18.0905,53.188,27.8438,12.2065,1,24.188,9.4167,20.0074,36.875,1.5234,30.1892,164.708,19.7942,19.4375,1.9766,16.7083,19.2744,12.4531,28.719,40.0833,3.0729,13.156,32.75,18.4837,10.375,16.6281,39.2398,18.833,13.2778,11,32.6875,20.0625,37.1708,20.875,4.4528,24.3387,16.6559,19.5,31.125,39.5171,9.4375,31.125,17.128,21.625,5.625,13.625,15.2661,26.375,3.125,20.4951,2.3516,25,2.5833,23.1111,8.1891,27.375,17.313,16.6617,16.5313,10.0952,11.5833,29.5833,9.5556,38.75,17.375,18.5267,11.361,19.9583,10.7813,33.7961,8.3742,9.0791,7.375,15.5232,21.5,17.75,36.4063,11.2778,45.25,19.1406,40.4199,16.625,12.3054,20.6563,6.9063,3.5625,10.2009,6.125,29.4375,31.6667,34.75,19.5,45.3484,28.875,6.2656,1.0794,16.2917,8.0531,16.875,4.5959,15.0716,43.4375,26.75,4.1563,12.25,4.3951,15.051,22.5,16.3438,9.875,18.6667,41.938,0.024,9.3838,43.4779,12.1406,81.407,12.5313,22.25,38.875,7.6873,2.1094,33.962,29.6667,21.875,12.3438,6.4838,12.2304,9.9259,4.7266,6.716,15.9883,13.8125,14.9583,29.9063,5.5,18.8333,4.0156,10.75,40.875,30.875,26.625,10.4973,12.875,6.9383,1.701,1.3594,44.125,5.537,27.438,9.625,23.8552,37.75,13.0942,12.531,36.625,2.0833,8.2813,26.75,9.4688,9.1875,1.2461,29.866,10.7813,31.75,23.5625,38.0625,15.0313,12.4899,17.438,5.3936,7.8388,20.167,20.512,30.1396,12.8125,11.9375,50.125,14.5238,11.9375,18.6727,25.4688,8.2917,74.7566,31.0625
1853,02/07/1997,0.565,6,12.4752,4.62,14.9849,7.5313,41.375,5.0625,496.4212,7.6563,5.5625,6.1094,14.281,28.556,15.2056,35.3623,24,38,19.0388,54.688,28.4063,12.2065,0.9583,24.625,9.7708,20.8687,36.25,1.5547,30.1594,162.7703,20.1346,19.875,1.9844,17.2222,19.35,12.9063,29.656,40.6667,3.0833,13.156,32.625,18.7884,10.3125,16.7234,40.0772,18.583,13.1111,11.7813,32.875,20.25,37.5857,20.875,4.4646,24.7498,16.7814,19.6875,31.25,39.6263,9.5,31.25,16.866,22.125,5.3125,13.5,15.4017,26.75,2.8438,20.4951,2.3203,25.5,2.6296,23.2222,8.2473,27.75,17.5,16.8219,16.9375,10.1671,11.5833,30.0833,9.3704,39.063,17.125,18.6121,11.694,19.5,10.75,34.0341,7.9624,9.1898,7.4375,15.7403,21.75,18.125,37.1875,11.7778,46,19.5469,41.4058,16.625,12.6047,20.8125,6.9063,3.5313,10.246,6.1667,29.875,32.625,35.4375,20.3125,46.1141,29.1875,6.2969,1.0794,16.9167,8.169,16.5625,4.574,15.5023,44.5,27.8125,4.1563,12.7292,4.3457,15.1059,22.688,16.4063,9.875,18.9167,42.188,0.024,9.3452,44.2469,12.5469,81.7125,12.75,22.375,39.5,7.6873,2.0469,34.586,29.875,22.125,12.25,6.4838,12.1105,9.8519,4.8677,6.8395,16.1021,13.9375,15.3125,30.5625,5.5208,19.3333,4.0469,10.8125,42,30.75,26.625,10.6133,13,6.9383,1.7229,1.375,45.125,5.6111,28.063,9.875,23.4357,37.75,13.2465,12.531,36.875,2.0833,8.2813,26.9375,9.5938,9.0938,1.2422,29.866,10.9375,33.625,24.0625,38.625,15.0313,12.7774,17.813,5.4189,8.0153,20.125,20.2947,30.4757,12.875,12.1875,51.125,14.477,12,18.8262,25.3438,8.2917,74.5919,30.625
1854,02/10/1997,0.558,6,12.5031,4.778,14.9849,7.25,41.75,5.0156,494.9319,7.6875,5.5,5.8125,14.094,28.389,14.6104,35.0734,23.75,37.25,18.9659,53.625,28.0625,12.4013,0.9583,24.438,9.5417,20.6699,35.5,1.5625,29.862,160.445,20.1833,19.7813,1.9375,17.4583,19.35,12.8281,29.688,41.3333,3.1042,13.25,33.125,18.5853,10.5625,16.3899,40.6754,18.417,13.5556,11.5625,32.625,20.0625,37.645,20.75,4.4172,24.9143,16.5303,19.5625,31.125,39.7354,9.5625,31.5,16.866,21.875,5.0313,13.5,15.4559,26.375,2.7813,20.4154,2.2578,25.375,2.6852,23.7037,8.2473,27.25,17.313,16.6817,17.0313,10.1671,11.5833,30,9.5926,39.063,16.4375,19.4232,11.75,18.875,10.9688,33.7961,7.8022,8.7026,7.375,15.8488,22.0625,18.375,35.6875,11.5,45.625,18.9688,41.4058,16.875,12.9373,20.7813,6.9688,3.5313,10.4266,6.1667,29.8125,32.5417,36.125,19.6875,47.0564,29.1875,6.3438,1.0663,16.5417,8.2848,16.8125,4.5521,15.3503,44.375,29.125,4.1094,11.9583,4.3457,15.2158,23,16.8438,9.875,18.875,41.75,0.022,9.2777,43.7145,12.2188,82.4762,11.9375,22.75,39.5,7.7118,1.9844,34.756,29.5,22.1875,12.5938,6.4565,11.9906,9.4074,4.903,6.716,15.8745,13.9375,15.0417,30.6875,5.5521,19.4444,4.0938,11.1875,41.375,31.125,26.625,10.4973,12.875,7.037,1.701,1.4063,46,5.6481,28.188,9.625,22.5128,38,13.3226,12.531,36.25,2.0833,8.4063,27.625,9.8438,8.875,1.2461,30.19,11.1875,34.875,24.0625,38.5,15.0313,12.9007,17.75,5.3305,8.0006,19.833,19.9905,31.3161,12.875,12.2188,51.375,14.5707,12.25,18.9285,25.0313,8.4792,74.5919,31.125
1855,02/11/1997,0.56,5.938,12.5311,4.628,14.9849,7.1875,41.875,5.0781,489.9677,7.7813,5.625,5.6406,14.156,28.611,15.1515,34.7267,23.75,38.375,19.5494,53.563,28.3438,12.3688,0.9722,24.75,9.625,21.0012,36.125,1.5703,30.4569,163.5454,20.4264,19.7813,1.9063,17.4028,19.6145,12.875,30.156,40.8333,3.1146,13.219,33.125,18.5853,10.3125,16.4375,40.3763,18.125,13.5556,11.5938,33.6875,20.25,37.5265,20.625,4.3817,24.7087,16.5722,19.6875,31.5,39.9538,9.5938,31.625,16.669,21.875,5.1875,13.375,15.7542,26.625,2.8594,20.5749,2.2188,25.5,2.6667,23.4074,8.2328,27.375,17.438,16.7218,17.1563,10.2391,11.3333,30.1667,9.7778,39.25,17.0938,19.722,11.472,19.0833,10.7813,33.7961,8.031,8.9905,7.4688,15.7403,22.0625,18.625,36.1875,11.3333,45.625,18.9688,41.7755,16.7917,12.8375,21.0313,7.0625,3.4688,10.3814,6,30,32.7917,35.75,18.5625,47.0564,29.625,6.25,1.0584,16.4792,8.169,17.125,4.5302,15.097,44.6875,29.875,4.0781,12.375,4.5185,15.2158,22.875,17.2813,9.7813,18.8333,42.063,0.022,9.3162,44.0103,12.3125,77.2832,11.5313,22.625,39,7.7364,1.9688,34.7,29.375,22.125,12.25,6.3197,12.1105,9.1852,4.9383,6.7593,15.9883,13.8125,15.1875,30.9688,5.5,19.6667,4.1563,11.625,41.75,31.25,26.563,10.4973,12.875,6.963,1.69,1.4219,45,5.5,28.25,9.559,23.4078,38.125,13.3226,12.719,36.375,2.0833,8.4375,27.875,9.8125,8.75,1.25,30.19,11.125,35.125,24.5313,38.5,15.0313,12.9418,18.5,5.3557,8.1918,19.792,19.8166,31.9883,12.625,12.2188,50.875,14.8049,12.3125,18.9796,25.4063,8.5625,73.7686,31
1856,02/12/1997,0.563,6.125,12.7549,4.897,14.9849,7.4375,41.75,5.0313,492.4498,7.8125,5.8125,6.5156,13.875,28.667,15.2597,34.7845,23.5,39.625,19.6589,54.813,28.8125,12.3364,0.9583,24.688,9.75,21.3324,36.75,1.5703,31.3789,172.0714,20.7182,19.875,1.8281,17.5,19.5389,13.2813,30.375,41.0833,3.1042,13.375,33.25,18.4837,10.25,16.8663,41.0343,18,13.9444,11.5938,34.5625,20.1875,38.2379,21.5625,4.3699,25.2432,17.0325,19.6875,31.25,39.9538,9.625,31.625,16.735,22.375,5.3125,13,15.9711,26.75,2.9688,20.8939,2.2734,25.3125,2.713,23.2593,8.1891,26.75,17.563,16.9621,16.9688,10.311,11.5833,30.3333,10,39.438,17.375,19.7647,11.417,19.4167,10.4688,34.6886,8.1912,9.0348,7.5938,15.5232,22.1875,18.75,36.2188,11.3333,46.875,19.5938,42.2684,16.9583,12.8708,20.9375,7,3.4688,10.7651,6.0833,30.4375,33.2083,36,21.875,48.0576,30.125,6.4063,1.0584,16.875,8.111,17.3125,4.5083,15.3503,45.25,29.25,4.1406,13.2917,4.7407,15.1609,23.063,17.125,9.75,19.1875,43.125,0.022,9.3741,45.3708,12.4844,78.0469,12.7813,22.9375,41.25,7.7364,2.0156,34.7,29.2917,22,12.4688,6.4565,12.2304,9.284,4.9206,7.0247,15.8745,13.8125,15.6042,31.5313,5.5521,19.6667,4.1875,12.0625,42,31.25,26.75,10.5553,12.75,6.9136,1.69,1.4336,45.75,5.7963,29.063,9.469,23.7154,38.75,13.3987,12.844,36.375,2.0833,8.5938,28.1875,9.8125,8.9063,1.2656,32.238,11.4688,34.688,25.0938,39,15.0625,12.8185,19.125,5.4442,8.1918,20.417,19.5994,31.8763,12.8125,12.4375,52,14.9455,12.5,18.9796,25.75,8.9375,74.4273,31.5313
1857,02/13/1997,0.576,5.625,13.0905,4.984,14.887,8.375,41.875,5.2344,509.3281,7.75,6,6.5938,14.313,29.278,14.8268,35.3045,23.5,40.125,19.9142,54.563,29.4063,12.4662,0.9722,25,10.4167,21.6637,37.625,1.5859,32.063,175.5594,20.621,20.7813,1.9063,17.7361,19.9546,13.4688,30.594,41.8333,3.125,13.25,33.625,18.5853,10.1875,16.8663,41.3334,18.083,14.1111,11.6875,34.4375,20.25,38.1193,21.5625,4.358,25.4899,17.1162,19.875,31.25,40.3904,9.7813,31.75,16.472,22.75,5.2813,12.5,16.1338,27.25,3.0313,20.8939,2.3672,26.0625,2.6574,24,8.2328,27.25,17.594,17.1824,16.9688,10.5268,12.375,30.6667,9.8889,40.063,17.625,19.8074,11.556,19.3333,10.375,34.4506,8.3971,8.9684,7.6563,15.4146,22.3125,19.625,36.5313,11.4444,46.5,19.625,41.8987,16.9167,12.8708,21.4375,6.9063,3.5,10.6523,5.9583,30.875,33.7083,35.75,24.3125,48.4109,30.5,6.5,1.0663,17.3333,8.169,17.625,4.5521,15.3503,46.375,29.0625,4.1563,13.3333,4.7654,15.4355,23.375,17.75,9.6563,19.6875,43.125,0.022,9.6538,47.2046,12.5,77.1305,13.5,22.9375,41,7.7609,2.0625,34.643,29.3333,22.1875,12.1875,6.4291,12.4702,10.1235,5.1499,7.037,15.8745,13.8125,16,31.75,5.625,19.5556,4.2344,11.8125,43.5,31.625,27.25,10.6713,13,6.8889,1.69,1.4219,46.375,5.9444,28.688,9.594,23.9391,39.375,13.551,12.781,37.375,2.0833,8.6563,28.8125,9.875,8.875,1.2695,32.562,12.3125,35.25,25.4375,39.4375,14.9688,13.024,19.125,5.5199,8.2065,20.833,19.8601,31.8203,12.8125,12.8438,51.875,14.9455,12.4375,19.2866,26,9.0833,73.9333,32.75
1858,02/14/1997,0.583,5.625,13.0346,4.747,14.887,8.4688,42,5.1875,505.8532,7.75,5.9063,6.6094,14.594,29.056,15.0433,34.7845,23.625,40.5,19.8777,53.875,29.9688,12.3364,0.9583,24.75,10.5417,21.5312,37.125,1.5938,32.0332,171.6839,20.7182,19.9375,1.9219,17.9306,20.1058,13.0625,30.5,41.8333,3.1563,13.25,33.25,18.3822,10.3125,16.6758,41.6325,19,13.8333,11.625,34.1875,20.125,38.2379,21,4.3343,25.6954,17.1999,19.75,30.875,40.1721,9.7188,31.125,16.341,22.625,5.25,12.25,15.9169,26.75,2.9375,20.8141,2.4063,26.1875,2.6111,24.0741,8.2619,27.5,17.563,17.0422,17.0313,10.5748,12.5833,30.4167,9.8519,39.875,17.4375,21.4295,11.361,19.25,10.375,35.0456,8.3742,8.9241,7.5625,15.6317,22.4375,20,36.2813,11.2778,46.125,19.3125,42.3916,16.875,12.771,21.7813,7,3.4844,10.4717,5.9167,30.6875,33.9167,35.1875,24.0625,47.9398,30.3125,6.3906,1.0899,17.1667,8.111,17.75,4.5521,15.249,46.4375,29.25,4.1875,13.4583,4.716,15.6552,23.375,17.375,9.625,20.0833,42.563,0.025,9.6827,46.0806,12.2344,77.2832,13.5938,22.625,42.75,7.7609,2.0156,34.586,29.5417,22.25,12,6.5112,12.4702,9.9877,5.0441,6.7778,15.6469,13.8125,16.0625,31.2188,5.6354,19.6111,4.1406,11.5625,43.25,31.125,27.188,10.7293,13.25,7.0617,1.668,1.4219,46.5,5.9444,28.938,9.594,23.9111,39.375,13.4749,12.844,37.375,2.0833,8.6875,28.3125,9.75,8.875,1.2969,32.778,13.3125,35.063,25.9063,39.5,15.0313,13.1061,19,5.6715,8.2506,21.583,19.6428,31.7642,12.8125,12.8125,50.75,15.4608,12.3125,19.3889,25.9688,8.8542,73.7686,32.5
1859,02/17/1997,0.583,5.625,13.0346,4.747,14.887,8.4688,42,5.1875,505.8532,7.75,5.9063,6.6094,14.594,29.056,15.0433,34.7845,23.625,40.5,19.8777,53.875,29.9688,12.3364,0.9583,24.75,10.5417,21.5312,37.125,1.5938,32.0332,171.6839,20.7182,19.9375,1.9219,17.9306,20.1058,13.0625,30.5,41.8333,3.1563,13.25,33.25,18.3822,10.3125,16.6758,41.6325,19,13.8333,11.625,34.1875,20.125,38.2379,21,4.3343,25.6954,17.1999,19.75,30.875,40.1721,9.7188,31.125,16.341,22.625,5.25,12.25,15.9169,26.75,2.9375,20.8141,2.4063,26.1875,2.6111,24.0741,8.2619,27.5,17.563,17.0422,17.0313,10.5748,12.5833,30.4167,9.8519,39.875,17.4375,21.4295,11.361,19.25,10.375,35.0456,8.3742,8.9241,7.5625,15.6317,22.4375,20,36.2813,11.2778,46.125,19.3125,42.3916,16.875,12.771,21.7813,7,3.4844,10.4717,5.9167,30.6875,33.9167,35.1875,24.0625,47.9398,30.3125,6.3906,1.0899,17.1667,8.111,17.75,4.5521,15.249,46.4375,29.25,4.1875,13.4583,4.716,15.6552,23.375,17.375,9.625,20.0833,42.563,0.025,9.6827,46.0806,12.2344,77.2832,13.5938,22.625,42.75,7.7609,2.0156,34.586,29.5417,22.25,12,6.5112,12.4702,9.9877,5.0441,6.7778,15.6469,13.8125,16.0625,31.2188,5.6354,19.6111,4.1406,11.5625,43.25,31.125,27.188,10.7293,13.25,7.0617,1.668,1.4219,46.5,5.9444,28.938,9.594,23.9111,39.375,13.4749,12.844,37.375,2.0833,8.6875,28.3125,9.75,8.875,1.2969,32.778,13.3125,35.063,25.9063,39.5,15.0313,13.1061,19,5.6715,8.2506,21.583,19.6428,31.7642,12.8125,12.8125,50.75,15.4608,12.3125,19.3889,25.9688,8.8542,73.7686,32.5
1860,02/18/1997,0.638,5.75,13.3423,5.031,14.887,8.625,42,5.2031,501.3854,7.7188,5.8125,6.5781,14.875,29.333,14.7186,34.6111,23.75,40.25,20.3518,54.938,30.5938,12.4013,0.9722,25.375,10.6875,21.7962,36.5,1.5859,32.1225,180.5975,20.9614,19.9688,1.9219,17.8889,20.5971,13.3906,31.781,42,3.0833,13.344,33.375,18.4837,10.5625,16.4375,41.9315,19.333,13.8889,11.4375,34,20.125,38.2971,21,4.287,25.531,17.451,20,30.875,39.9538,9.7188,31.375,16.144,22.5,5.2813,12.125,15.9982,26.875,2.8906,21.2129,2.375,26,2.6204,24.4444,8.4076,27.875,17.594,17.2224,16.9375,10.6467,12.9583,30.75,10.037,40.25,17.1875,20.9173,11.444,19,10.3125,35.2241,8.3971,8.7691,7.625,15.6317,22.375,20,36.3125,11.3889,46.375,19.3281,42.3916,17,12.9041,21.8438,7.0313,3.4688,10.3363,5.9167,31.3125,33.875,35.3125,23.75,48.0576,30.75,6.3906,1.1422,17.3333,8.2848,17.9375,4.5521,15.2996,46.3125,29.5,4.2813,12.7083,4.5926,15.82,23.438,17.875,9.375,20.2292,42.75,0.023,10.136,47.0271,12.1719,76.2141,13.4688,23.125,43.875,7.7855,1.9063,34.473,29.9167,22.25,11.9688,6.5659,12.3503,9.5556,4.9383,6.7901,15.7038,13.9375,16.4375,32.375,5.6458,19.6111,4.2969,11.5625,43.75,31.625,27.5,10.7293,13,7.5556,1.6461,1.3926,47.375,6.0556,29,9.523,23.5755,40.5,13.4749,12.906,37.375,2.0833,8.75,28.5,9.8125,8.8438,1.293,32.778,12.9375,35.188,25.9063,39.6875,15.0313,13.065,19.188,5.6589,8.3389,21.25,19.7732,31.5962,12.875,12.9063,50.375,15.8825,12.4375,19.2866,26.0313,8.5833,74.4273,32.4688
1861,02/19/1997,0.629,5.5,13.1744,5.016,14.6911,8.7188,42,5.2344,498.9033,7.6875,5.9375,6.8047,14.844,28.944,14.9351,33.9755,24,39.5,19.8412,54.875,30.5625,12.4013,1.0556,25.563,10.7292,21.1337,36,1.5703,32.063,177.8847,20.7182,20.0938,1.9063,17.7917,20.5593,13.1094,31.656,41.9167,3.0833,13.375,33.75,18.4837,10.75,16.247,42.4101,19.5,13.6111,11.3438,33.625,20.1875,38.1193,21.375,4.2514,25.1199,17.0325,19.875,30.375,40.0629,9.6875,31.375,15.685,22.25,5.2813,12,15.8084,26.625,2.875,20.8939,2.3906,25.875,2.5509,24.9259,8.2328,27.75,17.406,17.2224,16.6563,10.7666,12.7083,30.75,9.7037,40,17,20.6612,11.333,18.875,10.375,35.2836,8.5115,10.0756,7.5,15.7403,22.25,19.125,35.9375,11.3333,45.625,19.2344,41.6523,16.9583,12.9706,21.7188,6.9063,3.5,10.3137,5.8958,30.75,34.6667,35.4375,23.375,47.7631,31,6.3906,1.1029,17.2292,8.2848,17.6875,4.5959,15.1223,46.9375,29.1875,4.0938,13.7917,4.6667,15.875,23.188,17.0313,9.1875,19.9792,42.188,0.023,10.271,46.4356,12.1875,76.3668,13.3125,22.9375,44.25,7.7609,1.9531,34.189,29.7083,22.0313,11.7188,6.4838,12.2903,9.321,4.9735,6.5988,15.8176,13.9375,16.25,31.7813,5.6667,19.5556,4.3125,11.3125,43.75,31.75,27.688,10.6133,12.75,7.4815,1.668,1.3672,46.875,5.9815,28.813,9.469,23.2959,39.875,13.3226,12.625,37,2.0833,8.6563,28.4375,9.8125,8.75,1.2539,31.699,12.4688,35.625,25.5625,39.5,14.9063,13.065,19.188,5.8484,8.28,21.125,19.8166,31.4841,12.75,12.9375,50,15.6951,12.1875,18.9796,25.7813,8.4583,74.7566,32
1862,02/20/1997,0.607,5.5,12.9786,4.984,14.5932,8.7109,41.875,5.2031,488.9748,7.5938,5.9375,6.625,15.219,28.278,14.8268,34.0333,23.75,39.25,19.5859,53.813,30.4375,12.3688,1.0694,24.875,10.375,20.8687,35.875,1.5625,31.6763,170.5213,21.1073,19.6875,1.875,17.625,20.5593,12.9844,30.75,41.4167,3.0521,13.219,33.5,18.3822,10.8125,16.4852,42.5895,19.167,13.5,11.25,32.8125,20.0625,37.7043,20.875,4.2159,24.6676,17.0743,19.875,30.625,39.8446,9.6563,31.5,15.619,22.125,5.1563,12,15.7813,26.625,2.9375,21.0534,2.3203,25.9375,2.5694,24.5,8.2182,27.625,17.344,16.9821,16.9063,11.0064,12.6667,30.6667,9.5556,40.063,16.5625,19.9781,11.167,18.4167,10.1563,34.8671,8.3056,9.9206,7.5,15.5232,22.5,19.875,35.2188,11.2778,46.25,18.7344,41.2826,16.7083,12.771,21.7188,6.8438,3.5,10.1558,6.0833,30.125,34.0417,36.0625,22.0625,47.1153,30.6875,6.4688,1.1056,17.1458,8.2848,17.5,4.5521,15.2236,46.5625,28.5625,4.0625,13.375,4.6667,15.4355,23.063,16.6875,8.9375,19.5833,41.625,0.023,10.001,45.7257,11.9063,72.7012,12.75,22.875,46.125,7.8346,1.9844,33.849,29.7083,21.25,11.7813,6.4018,12.2903,9.1111,5.0265,6.4938,15.6469,13.875,15.8958,31.2188,5.5,19.5556,4.2656,10.9375,43.25,31.25,27.5,10.6133,12.75,7.0123,1.6571,1.4375,47.625,5.6481,28.875,9.344,22.9323,39.75,13.2465,12.688,37.25,2.0833,8.5313,28.5,9.8438,8.7188,1.2617,31.807,11.9375,35.5,25.0938,38.9375,15,13.1061,19.219,5.8231,8.28,21.125,19.947,31.3161,12.8125,12.6563,50.125,15.6014,12,18.8773,25.7813,8.4792,75.4152,31.625
